Date,Description,Category,Amount
2026-06-15,Mobile Phone Bill,Utilities,-58.21
2026-06-16,Tax Refund,Income,175.22
2026-06-16,Movie Night,Entertainment,-19.84
2026-06-17,Coffee Beans,Food & Drink,-18.63
2026-06-17,Yoga Studio,Fitness,-46.79
2026-06-18,Home Repair Service,Home Improvement,-182.55
2026-06-18,Office Supplies,Work Expenses,-41.51
2026-06-19,Car Maintenance,Transport,-264.04
2026-06-19,Garden Center,Home Improvement,-56.05
2026-06-20,Friend's Gift,Personal Care,-30.19
2026-06-20,Consulting Retainer,Income,446.83
2026-06-21,Restaurant Brunch,Food & Drink,-43.23
2026-06-21,Pharmacy Refill,Health,-32.69
2026-06-22,Electric Scooter Charge,Transport,-11.95
2026-06-22,Cloud Storage,Utilities,-8.29
2026-06-23,Book Club Snacks,Entertainment,-19.24
2026-06-23,Childcare Fee,Family,-212.54
2026-06-24,Water Bill,Utilities,-46.76
2026-06-24,Freelance Bonus,Income,103.4
2026-06-25,Cooking Class,Education,-73.36
2026-06-25,Veterinary Checkup,Pet Care,-149.45
2026-06-26,Concert Tickets,Entertainment,-174.25
2026-06-26,Bike Repair,Transport,-81.2
2026-06-27,Weekend Groceries,Groceries,-144.08
2026-06-27,Farmer's Market Stall,Side Business,163.06
2026-06-28,Home Insurance,Insurance,-106.21
2026-06-28,Donation Drive,Charity,-65.26
2026-06-29,Public Transit,Transport,-25.19
2026-06-29,Co-Working Space,Work Expenses,-76.3
2026-06-30,Interest Earned,Investment Income,15.87
2026-06-30,End-of-Month Savings,Savings,-465.3
2026-07-01,Salary Deposit,Income,2589.06
2026-07-02,Rent Payment,Housing,-1705.93
2026-07-02,Grocery Run Aisle 5,Groceries,-129.79
2026-07-03,Morning Coffee,Food & Drink,-5.24
2026-07-03,Bus Pass Reload,Transport,-38.33
2026-07-04,Electric Bill,Utilities,-94.92
2026-07-04,Streaming Subscription,Entertainment,-13.26
2026-07-05,Pharmacy Visit,Health,-36.24
2026-07-05,Fitness Club,Fitness,-59.62
2026-07-06,Restaurant Night Out,Food & Drink,-59.44
2026-07-06,Freelance Invoice,Income,739.15
2026-07-07,Charity Donation,Charity,-37.54
2026-07-07,Gas Station Fill-Up,Transport,-59.38
2026-07-08,Bookstore Purchase,Education,-36.53
2026-07-08,Internet Provider,Utilities,-75.36
2026-07-09,Hardware Store,Home Improvement,-77.58
2026-07-09,Insurance Premium,Insurance,-111.63
2026-07-10,Salon Visit,Personal Care,-90.76
2026-07-10,Stock Dividend,Investment Income,42.35
2026-07-11,Lunch with Colleagues,Food & Drink,-25.73
2026-07-11,Parking Garage,Transport,-17.55
2026-07-12,Art Supplies,Entertainment,-34.89
2026-07-12,Side Gig Payment,Income,181.07
2026-07-13,Farmer's Market,Groceries,-48.17
2026-07-13,Pet Store,Pet Care,-33.15
2026-07-14,Car Wash,Transport,-12.03
2026-07-14,Online Course,Education,-95.89
2026-07-15,Savings Transfer,Savings,-325.55
2026-07-15,Mobile Phone Bill,Utilities,-62.58
2026-07-16,Tax Refund,Income,137.07
2026-07-16,Movie Night,Entertainment,-25.3
2026-07-17,Coffee Beans,Food & Drink,-15.56
2026-07-17,Yoga Studio,Fitness,-61.66
2026-07-18,Home Repair Service,Home Improvement,-175.28
2026-07-18,Office Supplies,Work Expenses,-37.49
2026-07-19,Car Maintenance,Transport,-388.8
2026-07-19,Garden Center,Home Improvement,-45.72
2026-07-20,Friend's Gift,Personal Care,-34.85
2026-07-20,Consulting Retainer,Income,436.12
2026-07-21,Restaurant Brunch,Food & Drink,-52.49
2026-07-21,Pharmacy Refill,Health,-24.38
2026-07-22,Electric Scooter Charge,Transport,-9.07
2026-07-22,Cloud Storage,Utilities,-8.76
2026-07-23,Book Club Snacks,Entertainment,-19.74
2026-07-23,Childcare Fee,Family,-177.82
2026-07-24,Water Bill,Utilities,-49.9
2026-07-24,Freelance Bonus,Income,141.31
2026-07-25,Cooking Class,Education,-102.49
2026-07-25,Veterinary Checkup,Pet Care,-103.78
2026-07-26,Concert Tickets,Entertainment,-167.76
2026-07-26,Bike Repair,Transport,-81.22
2026-07-27,Weekend Groceries,Groceries,-135.26
2026-07-27,Farmer's Market Stall,Side Business,183.77
2026-07-28,Home Insurance,Insurance,-126.26
2026-07-28,Donation Drive,Charity,-54.11
2026-07-29,Public Transit,Transport,-21.76
2026-07-29,Co-Working Space,Work Expenses,-78.7
2026-07-30,Interest Earned,Investment Income,15.39
2026-07-30,End-of-Month Savings,Savings,-402.07
2026-08-01,Salary Deposit,Income,2965.07
2026-08-02,Rent Payment,Housing,-1432.5
2026-08-02,Grocery Run Aisle 5,Groceries,-148.24
2026-08-03,Morning Coffee,Food & Drink,-6.61
2026-08-03,Bus Pass Reload,Transport,-54.04
2026-08-04,Electric Bill,Utilities,-80.55
2026-08-04,Streaming Subscription,Entertainment,-13.75
2026-08-05,Pharmacy Visit,Health,-45.54
2026-08-05,Fitness Club,Fitness,-58.23
2026-08-06,Restaurant Night Out,Food & Drink,-76.16
2026-08-06,Freelance Invoice,Income,736.6
2026-08-07,Charity Donation,Charity,-41.82
2026-08-07,Gas Station Fill-Up,Transport,-64.6
2026-08-08,Bookstore Purchase,Education,-39.05
2026-08-08,Internet Provider,Utilities,-66.74
2026-08-09,Hardware Store,Home Improvement,-75.04
2026-08-09,Insurance Premium,Insurance,-132.03
2026-08-10,Salon Visit,Personal Care,-86.99
2026-08-10,Stock Dividend,Investment Income,50.04
2026-08-11,Lunch with Colleagues,Food & Drink,-31.16
2026-08-11,Parking Garage,Transport,-18.97
2026-08-12,Art Supplies,Entertainment,-25.52
2026-08-12,Side Gig Payment,Income,261.08
2026-08-13,Farmer's Market,Groceries,-38.78
2026-08-13,Pet Store,Pet Care,-36.22
2026-08-14,Car Wash,Transport,-15.05
2026-08-14,Online Course,Education,-111.16
2026-08-15,Savings Transfer,Savings,-471.34
2026-08-15,Mobile Phone Bill,Utilities,-67.33
2026-08-16,Tax Refund,Income,182.42
2026-08-16,Movie Night,Entertainment,-23.72
2026-08-17,Coffee Beans,Food & Drink,-17.0
2026-08-17,Yoga Studio,Fitness,-46.23
2026-08-18,Home Repair Service,Home Improvement,-237.79
2026-08-18,Office Supplies,Work Expenses,-31.67
2026-08-19,Car Maintenance,Transport,-382.07
2026-08-19,Garden Center,Home Improvement,-39.55
2026-08-20,Friend's Gift,Personal Care,-32.5
2026-08-20,Consulting Retainer,Income,505.24
2026-08-21,Restaurant Brunch,Food & Drink,-53.59
2026-08-21,Pharmacy Refill,Health,-29.73
2026-08-22,Electric Scooter Charge,Transport,-11.17
2026-08-22,Cloud Storage,Utilities,-11.42
2026-08-23,Book Club Snacks,Entertainment,-14.83
2026-08-23,Childcare Fee,Family,-231.05
2026-08-24,Water Bill,Utilities,-49.7
2026-08-24,Freelance Bonus,Income,133.59
2026-08-25,Cooking Class,Education,-99.89
2026-08-25,Veterinary Checkup,Pet Care,-123.12
2026-08-26,Concert Tickets,Entertainment,-139.69
2026-08-26,Bike Repair,Transport,-56.96
2026-08-27,Weekend Groceries,Groceries,-151.29
2026-08-27,Farmer's Market Stall,Side Business,151.93
2026-08-28,Home Insurance,Insurance,-124.62
2026-08-28,Donation Drive,Charity,-52.2
2026-08-29,Public Transit,Transport,-18.89
2026-08-29,Co-Working Space,Work Expenses,-84.27
2026-08-30,Interest Earned,Investment Income,10.5
2026-08-30,End-of-Month Savings,Savings,-541.89
